age,gender,education_level,years_experience,job_title,performance_score,industry,city,previous_companies,remote_worker,salary
34,Male,Bachelors,14.6,JobRole_11,3.9,Finance,New York,1,No,156332.66
38,Female,Bachelors,12.9,JobRole_1,3.2,Healthcare,Los Angeles,1,Yes,97909.76
44,Female,Bachelors,22.8,JobRole_9,4.9,Healthcare,Seattle,1,No,108583.17
21,Male,Bachelors,2.1,JobRole_14,2.2,Retail,Chicago,1,Yes,72645.66
26,Female,Bachelors,3.6,JobRole_1,3.0,Finance,Atlanta,3,No,79787.23
31,Male,Bachelors,,JobRole_1,2.9,Tech,Dallas,2,No,81423.88
35,Male,Masters,16.2,JobRole_2,3.5,Healthcare,Miami,4,No,105154.07
34,Female,Masters,14.2,JobRole_10,3.3,Healthcare,Denver,2,Yes,110033.63
35,Female,Bachelors,18.1,JobRole_11,3.4,Retail,Chicago,2,No,96495.22
39,Female,HighSchool,20.2,JobRole_15,4.6,Finance,Dallas,2,No,79766.5
28,Female,Bachelors,5.1,JobRole_11,3.7,Healthcare,Boston,1,Yes,111979.06
43,Male,Bachelors,21.6,JobRole_6,3.3,Healthcare,Austin,4,Yes,100544.47
39,Female,HighSchool,19.1,JobRole_9,4.3,Healthcare,Denver,2,Yes,91695.47
33,Male,Bachelors,17.0,JobRole_5,4.2,Finance,Chicago,0,Yes,101853.85
48,Female,Bachelors,26.6,JobRole_9,2.6,Tech,Raleigh,2,Yes,94382.9
48,Male,Masters,22.8,JobRole_9,3.6,Tech,Denver,2,Yes,132477.45
43,Female,Bachelors,24.3,JobRole_14,4.5,Healthcare,Miami,2,No,105300.76
21,Male,PhD,0.0,JobRole_8,3.7,Healthcare,Atlanta,2,No,92672.61
48,Female,Masters,24.1,JobRole_11,4.5,Healthcare,Austin,1,Yes,137056.19
42,Male,HighSchool,22.1,JobRole_12,3.3,Tech,Dallas,2,No,76194.59
52,Female,Bachelors,34.9,JobRole_7,4.6,Tech,New York,2,Yes,156647.49
45,Male,Bachelors,23.3,JobRole_3,2.6,Tech,Los Angeles,0,No,124137.29
48,Male,Bachelors,29.5,JobRole_10,4.0,Healthcare,Denver,3,Yes,119135.71
43,Male,Bachelors,25.0,JobRole_3,5.0,Finance,Austin,7,Yes,128151.26
46,Male,Bachelors,,JobRole_14,4.8,Finance,New York,1,No,140898.4
51,Female,Bachelors,28.8,JobRole_4,4.3,Tech,Atlanta,3,Yes,94013.43
37,Male,Bachelors,13.6,JobRole_9,3.3,Tech,Seattle,1,Yes,117977.99
23,Female,Masters,0.0,JobRole_12,4.4,Healthcare,Seattle,4,No,90551.8
33,Male,Bachelors,15.4,JobRole_14,3.8,Healthcare,Atlanta,1,No,79934.41
39,Male,HighSchool,21.0,JobRole_14,3.6,Tech,Denver,0,No,97387.0
36,Female,Bachelors,13.1,JobRole_3,4.8,Healthcare,Austin,2,No,89636.39
26,Female,Masters,12.4,JobRole_13,,Tech,Dallas,2,No,116399.01
22,Male,Bachelors,0.0,JobRole_8,3.7,Healthcare,Austin,1,Yes,78900.11
30,Female,,13.0,JobRole_8,2.6,Tech,Miami,5,Yes,98337.25
42,Female,Masters,26.6,JobRole_6,3.7,Tech,San Francisco,4,Yes,152691.49
48,Male,Masters,28.3,JobRole_2,4.7,Healthcare,San Francisco,1,Yes,165196.4
43,Other,Bachelors,20.7,JobRole_6,3.9,Tech,Miami,1,Yes,84812.29
44,Female,Bachelors,21.8,JobRole_4,3.9,Tech,Raleigh,4,Yes,93824.11
35,Female,HighSchool,14.2,JobRole_14,2.9,Tech,Atlanta,2,Yes,82360.54
22,Male,Bachelors,5.2,JobRole_15,4.2,Retail,San Francisco,0,No,87564.22
32,Female,Bachelors,8.4,JobRole_7,3.3,Finance,New York,3,Yes,109872.79
33,Male,Bachelors,7.5,JobRole_11,3.8,Tech,Los Angeles,3,No,114116.04
32,Male,Bachelors,13.1,JobRole_1,4.8,Finance,New York,4,No,137044.05
36,Male,Bachelors,17.7,JobRole_3,5.0,Finance,Raleigh,1,No,104664.46
39,Male,HighSchool,24.9,JobRole_14,3.4,Tech,Austin,3,Yes,128077.34
42,Female,HighSchool,17.9,JobRole_14,3.6,Healthcare,Dallas,4,No,92504.79
33,Female,Masters,12.6,JobRole_8,4.2,Tech,New York,1,No,138556.89
21,Female,Bachelors,4.5,JobRole_1,3.0,Tech,Miami,1,Yes,81815.92
32,Male,Bachelors,12.4,JobRole_13,4.5,Tech,Seattle,4,Yes,141211.13
36,Male,Bachelors,15.4,JobRole_10,4.3,Retail,Chicago,0,Yes,93140.48
45,Male,PhD,27.4,JobRole_12,4.6,Retail,Los Angeles,2,No,117512.96
31,Other,Masters,9.2,JobRole_3,3.5,Tech,Miami,1,Yes,98519.53
40,Male,Bachelors,22.6,JobRole_3,4.0,Healthcare,New York,2,Yes,134967.08
38,Female,Bachelors,14.2,JobRole_12,4.2,Healthcare,,1,Yes,66619.53
36,Female,HighSchool,11.4,JobRole_8,3.8,Tech,New York,1,Yes,114648.98
43,Male,Bachelors,22.2,JobRole_14,2.8,Healthcare,Austin,3,No,95786.37
30,Female,Masters,2.3,JobRole_1,4.5,Finance,Boston,2,No,98901.32
31,Male,Bachelors,11.3,JobRole_10,3.8,Healthcare,,0,No,101590.12
35,Female,Bachelors,9.8,JobRole_5,3.7,Healthcare,Miami,4,Yes,86907.46
30,Female,Bachelors,10.8,JobRole_7,4.7,Finance,Austin,2,No,78326.6
40,Male,Masters,20.6,JobRole_4,3.8,Finance,San Francisco,1,No,153607.69
30,Male,Bachelors,9.8,JobRole_15,2.8,Tech,Miami,4,No,87001.01
37,Female,Masters,18.3,JobRole_10,3.6,Tech,Los Angeles,0,No,122172.57
35,Female,Bachelors,15.6,JobRole_3,4.8,Tech,Atlanta,2,Yes,88672.57
37,Male,Bachelors,16.1,JobRole_10,3.0,Tech,Raleigh,1,Yes,95754.21
32,Female,HighSchool,17.5,JobRole_6,2.3,Finance,Miami,1,Yes,71005.01
33,Female,Bachelors,14.2,JobRole_5,3.3,Finance,Raleigh,1,No,82650.24
36,Female,Masters,18.3,JobRole_2,4.2,Retail,Boston,1,No,96209.17
37,Male,Masters,20.2,JobRole_6,4.8,Tech,Raleigh,2,No,112317.07
35,Female,Bachelors,17.0,JobRole_11,4.0,Tech,New York,0,Yes,146728.68
49,Female,Bachelors,35.2,JobRole_13,4.0,Finance,Miami,2,Yes,118800.22
28,Male,Bachelors,8.5,JobRole_13,2.5,Retail,Miami,2,No,76496.41
35,Male,Bachelors,15.0,JobRole_13,3.4,Tech,Raleigh,4,Yes,96659.1
23,Female,Bachelors,1.1,JobRole_3,1.9,Tech,Atlanta,3,No,68733.6
38,Male,Bachelors,17.2,JobRole_9,4.7,Finance,Seattle,2,No,120509.37
27,Female,Masters,4.8,JobRole_3,2.7,Tech,New York,5,No,126627.71
33,Male,Masters,15.0,JobRole_9,3.2,Healthcare,Austin,2,No,99640.99
33,Male,Bachelors,10.3,JobRole_6,2.6,Retail,Austin,2,No,58871.44
38,Female,Masters,18.2,JobRole_8,3.7,Tech,Raleigh,2,Yes,89516.08
31,Male,Bachelors,12.7,JobRole_9,3.9,Tech,Dallas,3,No,85536.61
31,Male,Bachelors,11.5,JobRole_15,4.6,Finance,Boston,2,Yes,107909.84
47,Male,HighSchool,24.3,JobRole_8,4.0,Healthcare,San Francisco,0,No,121609.42
38,Female,Bachelors,20.1,JobRole_11,3.3,Finance,Dallas,1,No,104667.75
31,Male,Masters,10.7,JobRole_14,4.4,Healthcare,Raleigh,0,Yes,85975.41
33,Male,Masters,4.4,JobRole_2,3.8,Tech,San Francisco,3,No,126888.4
49,Female,Bachelors,26.0,JobRole_3,4.0,Tech,Miami,2,Yes,121162.26
34,Male,HighSchool,18.2,JobRole_8,3.5,Tech,Dallas,3,No,89078.36
30,Female,HighSchool,14.5,JobRole_5,3.0,Tech,Los Angeles,3,Yes,97596.92
30,Male,Bachelors,11.6,JobRole_10,4.2,Healthcare,Raleigh,0,Yes,83427.23
31,Female,Masters,13.4,JobRole_4,3.7,Tech,Boston,2,No,120056.03
31,Male,PhD,8.7,JobRole_6,2.4,Tech,Dallas,0,No,99486.75
25,Female,,4.2,JobRole_12,3.3,Finance,Chicago,2,Yes,66458.94
27,Male,Masters,10.7,JobRole_12,4.4,Tech,Los Angeles,1,No,116358.92
29,Male,Bachelors,10.3,JobRole_13,5.0,Healthcare,San Francisco,2,Yes,138043.63
40,Male,HighSchool,20.2,JobRole_15,3.7,Tech,Boston,1,No,108633.85
32,Male,Bachelors,11.4,JobRole_6,4.3,Tech,Denver,2,No,108688.56
34,Male,Masters,17.5,JobRole_14,3.5,Tech,Seattle,1,No,143506.85
46,Male,Bachelors,29.4,JobRole_7,4.2,Tech,New York,2,No,153730.35
46,Female,Masters,27.9,JobRole_5,4.4,Tech,New York,1,Yes,168401.59
33,Male,Bachelors,13.2,JobRole_1,4.9,Tech,Austin,4,No,109364.88
30,Male,HighSchool,8.9,JobRole_14,4.5,Healthcare,Los Angeles,0,No,85876.22
29,Female,Bachelors,11.1,JobRole_15,4.2,Retail,Miami,1,Yes,67425.07
41,Female,Masters,17.7,JobRole_13,3.2,Finance,New York,2,Yes,160872.72
34,Male,Bachelors,11.3,JobRole_15,4.1,Healthcare,,3,No,70823.59
32,Male,Masters,7.6,JobRole_8,4.8,Tech,Los Angeles,2,Yes,121695.7
29,Male,,12.7,JobRole_14,4.2,Retail,Atlanta,2,Yes,73323.0
29,Female,Bachelors,6.8,JobRole_1,4.1,Healthcare,Miami,2,No,75698.33
38,Female,Masters,19.2,JobRole_4,4.0,Healthcare,Miami,1,Yes,96009.87
25,Male,Bachelors,4.6,JobRole_3,3.3,Tech,Los Angeles,1,No,99882.51
43,Female,Masters,31.7,JobRole_3,4.6,Tech,San Francisco,1,Yes,181449.85
31,Female,HighSchool,12.3,JobRole_6,3.5,Retail,Denver,3,No,60173.22
34,Female,Bachelors,8.4,JobRole_8,2.4,Healthcare,Seattle,2,No,93538.37
25,Female,Masters,8.5,JobRole_5,4.7,Tech,Los Angeles,0,No,130172.29
35,Male,Masters,13.8,JobRole_6,4.3,Finance,Chicago,1,Yes,90512.68
33,Male,Bachelors,12.4,JobRole_12,2.1,Finance,Miami,3,No,86065.26
35,Male,Bachelors,13.0,JobRole_6,1.8,Tech,Seattle,3,No,99894.42
47,Male,Bachelors,27.6,JobRole_12,3.9,Finance,New York,2,No,146082.4
37,Male,Bachelors,17.5,JobRole_1,4.3,Finance,Austin,2,No,91716.08
29,Female,HighSchool,7.1,JobRole_15,3.1,Healthcare,San Francisco,2,No,76663.16
30,Male,HighSchool,8.5,JobRole_15,2.9,Healthcare,Dallas,3,No,57135.49
40,Male,Masters,20.3,JobRole_7,3.8,Retail,Dallas,1,No,104281.39
46,Male,Masters,19.0,JobRole_1,3.8,Tech,Los Angeles,0,Yes,139372.87
38,Female,Bachelors,13.7,JobRole_12,3.6,Tech,Seattle,3,Yes,99963.4
41,Male,Masters,26.0,JobRole_14,3.1,Finance,New York,2,No,161994.95
40,Male,HighSchool,21.0,JobRole_15,4.1,Healthcare,Boston,0,Yes,89487.11
47,Male,Bachelors,25.4,JobRole_7,4.0,Tech,Los Angeles,2,No,122996.56
21,Male,Masters,0.0,JobRole_13,2.2,Retail,San Francisco,1,Yes,108468.96
41,Other,Masters,20.8,JobRole_13,4.3,Healthcare,Miami,3,Yes,106093.92
43,Female,Bachelors,26.0,JobRole_8,3.7,Finance,San Francisco,3,No,144621.32
25,Male,Masters,12.9,JobRole_4,3.1,Healthcare,Dallas,0,Yes,95152.16
28,Female,Bachelors,13.7,JobRole_8,,Finance,Denver,2,No,89133.71
29,Female,Masters,6.3,JobRole_6,3.3,Tech,Boston,2,Yes,87229.69
30,Female,Bachelors,8.5,JobRole_6,3.3,Tech,Denver,1,No,78778.44
32,Male,Masters,7.6,JobRole_11,2.9,Tech,Raleigh,2,Yes,91831.78
37,Male,HighSchool,14.5,JobRole_11,4.0,Retail,Seattle,4,Yes,92780.19
42,Male,Bachelors,21.4,JobRole_9,4.9,Tech,New York,1,Yes,161742.76
44,Female,Bachelors,22.9,JobRole_6,3.9,Retail,Los Angeles,2,No,309256.7824292063
29,Male,Bachelors,15.2,JobRole_12,3.2,Healthcare,Chicago,1,Yes,78537.47
29,Male,Bachelors,5.1,JobRole_11,4.2,Finance,Austin,1,No,94411.16
46,Male,Masters,25.9,JobRole_5,4.1,Retail,Los Angeles,4,No,132085.83
41,Female,Masters,14.8,JobRole_10,2.7,Tech,Atlanta,4,Yes,100132.67
36,Male,Bachelors,17.0,JobRole_10,4.0,Tech,Atlanta,4,Yes,114693.42
39,Female,Masters,15.0,JobRole_6,3.2,Healthcare,Seattle,1,Yes,112552.66
35,Female,HighSchool,18.3,JobRole_12,4.5,Retail,San Francisco,2,Yes,81831.02
40,Male,Bachelors,19.1,JobRole_8,2.3,Tech,Austin,0,No,422996.36452322087
33,Female,Masters,8.8,JobRole_9,3.5,Tech,Dallas,1,No,100051.95
38,Male,HighSchool,11.7,JobRole_10,4.6,Healthcare,San Francisco,5,Yes,118426.76
23,Female,Masters,0.1,JobRole_13,3.1,Tech,Los Angeles,3,Yes,118724.76
30,Male,Masters,10.7,JobRole_13,3.6,Finance,New York,1,Yes,145934.46
30,Female,Bachelors,11.3,JobRole_13,3.1,Tech,Denver,6,No,98666.29
33,Female,Bachelors,11.5,JobRole_10,3.5,Healthcare,Boston,2,Yes,98529.83
28,Female,Bachelors,10.8,JobRole_11,2.5,Finance,Dallas,1,No,104107.27
31,Female,PhD,7.6,JobRole_8,2.6,Tech,San Francisco,1,Yes,137235.0
23,Male,Bachelors,0.0,JobRole_8,2.4,Tech,New York,2,Yes,100173.16
40,Female,Bachelors,20.8,JobRole_7,5.0,Tech,Austin,0,No,105642.21
35,Female,HighSchool,18.9,JobRole_13,2.7,Tech,Seattle,1,Yes,100053.63
22,Female,Bachelors,5.9,JobRole_1,2.9,Retail,Boston,2,No,61080.75
29,Male,Masters,5.1,JobRole_4,2.3,Tech,Austin,2,Yes,97048.76
38,Female,Bachelors,16.4,JobRole_4,5.0,Healthcare,New York,3,No,108488.14
31,Female,PhD,13.2,JobRole_12,3.3,Tech,Raleigh,2,Yes,99979.35
30,Female,Bachelors,8.1,JobRole_3,2.5,Retail,Atlanta,1,Yes,76707.56
35,Male,Bachelors,15.3,JobRole_4,3.2,Tech,Los Angeles,3,No,146537.88
38,Female,HighSchool,15.9,JobRole_12,3.0,Healthcare,Boston,3,No,85354.8
24,Male,PhD,0.7,JobRole_2,4.1,Retail,Miami,3,Yes,86180.92
40,Female,Bachelors,17.3,JobRole_3,3.7,Retail,Miami,2,No,92456.51
29,Male,Bachelors,11.9,JobRole_3,2.8,Tech,Raleigh,0,Yes,86515.87
35,Female,Bachelors,15.0,JobRole_10,4.9,Tech,Austin,4,No,123126.19
35,Other,Bachelors,18.8,JobRole_1,4.3,Tech,Dallas,4,No,98933.96
31,Male,Bachelors,12.6,JobRole_7,3.0,Tech,Boston,0,Yes,109816.88
27,Female,Bachelors,11.8,JobRole_4,4.0,Healthcare,New York,1,No,112425.69
33,Male,Bachelors,15.5,JobRole_8,2.6,Tech,Denver,1,No,97523.38
49,Female,Bachelors,31.3,JobRole_9,2.8,Healthcare,New York,4,No,143116.52
25,Female,Masters,4.6,JobRole_2,2.6,Tech,Denver,1,Yes,95248.28
49,Female,Bachelors,38.0,JobRole_2,5.0,Healthcare,Boston,4,Yes,128882.04
33,Female,Bachelors,13.3,JobRole_2,,Healthcare,,0,Yes,84263.75
36,Female,Bachelors,10.1,JobRole_8,2.8,Tech,Los Angeles,2,Yes,101825.67
27,Male,Bachelors,7.8,JobRole_2,3.6,Tech,San Francisco,2,No,123332.78
29,Male,HighSchool,6.1,JobRole_6,4.9,Healthcare,Los Angeles,3,Yes,81670.22
31,Female,Bachelors,14.1,JobRole_5,4.4,Healthcare,Dallas,0,Yes,84357.6
27,Female,Bachelors,9.2,JobRole_10,3.2,Retail,Miami,4,No,81966.21
34,Female,HighSchool,13.4,JobRole_9,4.5,Finance,Boston,3,Yes,97962.1
32,Female,Bachelors,9.3,JobRole_2,4.3,Retail,Chicago,1,No,86366.74
50,Male,PhD,30.4,JobRole_1,3.5,Tech,Boston,2,Yes,155193.18
26,Female,PhD,4.1,JobRole_2,1.6,Tech,Los Angeles,0,Yes,121181.66
36,Male,Masters,18.4,JobRole_10,3.2,Retail,San Francisco,3,Yes,142536.47
37,Male,Bachelors,18.7,JobRole_5,3.7,Tech,New York,1,Yes,157260.21
27,Male,HighSchool,15.8,JobRole_15,2.8,Tech,Chicago,1,No,74417.29
41,Male,Masters,19.7,JobRole_8,3.6,Tech,Los Angeles,4,No,130058.54
32,Male,HighSchool,11.1,JobRole_8,5.0,Finance,Denver,1,No,82096.85
21,Male,Bachelors,0.5,JobRole_2,3.7,Tech,Austin,0,No,69425.54
41,Female,Bachelors,20.7,JobRole_12,3.0,Tech,Raleigh,3,Yes,84638.77
27,Male,Bachelors,10.1,JobRole_13,2.7,Tech,Seattle,4,Yes,119294.81
27,Male,Masters,6.2,JobRole_5,4.3,Healthcare,Atlanta,0,No,100336.17
41,Male,Masters,26.9,JobRole_12,3.9,Retail,New York,2,No,428478.850544371
33,Male,Masters,14.7,JobRole_15,4.1,Tech,Dallas,3,No,103591.45
43,Male,Masters,21.5,JobRole_14,4.2,Tech,San Francisco,3,Yes,165227.19
45,Male,Bachelors,22.8,JobRole_15,3.9,Retail,Chicago,0,No,83059.03
30,Female,Masters,13.1,JobRole_13,5.0,Tech,Raleigh,1,No,105298.63
42,Female,Bachelors,22.1,JobRole_2,3.6,Healthcare,Seattle,2,No,120568.02
29,Female,Bachelors,9.0,JobRole_12,2.6,Tech,Los Angeles,4,No,89919.9
53,Male,HighSchool,31.2,JobRole_7,4.3,Healthcare,Miami,6,No,90435.36
30,Male,Masters,9.8,JobRole_10,3.6,Healthcare,Denver,6,No,116396.56
44,Female,PhD,22.1,JobRole_8,,Retail,New York,1,Yes,147076.42
42,Male,HighSchool,26.1,JobRole_5,,Tech,,0,Yes,122243.36
38,Male,HighSchool,20.2,JobRole_11,3.6,Tech,Dallas,1,No,96700.21
30,Male,HighSchool,9.5,JobRole_12,4.7,Finance,Boston,2,No,83856.87
34,Male,Bachelors,13.4,JobRole_1,4.5,Retail,Miami,2,No,78843.61
21,Male,Bachelors,1.3,JobRole_13,3.2,Tech,Boston,2,No,106196.4
37,Male,Masters,17.0,JobRole_7,4.1,Tech,Boston,3,No,133797.86
38,Female,,15.1,JobRole_15,4.1,Retail,Boston,1,No,95009.36
37,Male,Bachelors,11.3,JobRole_3,3.6,Healthcare,Dallas,1,No,80285.8
21,Female,Masters,0.0,JobRole_13,2.3,Tech,Boston,1,Yes,94461.06
25,Female,Bachelors,4.6,JobRole_2,,Finance,Los Angeles,1,No,84401.33
30,Female,Bachelors,7.8,JobRole_14,4.1,Tech,Raleigh,0,Yes,93584.27
38,Female,Masters,20.5,JobRole_6,3.6,Retail,Denver,1,Yes,84035.82
38,Female,Masters,17.3,JobRole_2,4.9,Tech,Raleigh,3,Yes,97328.95
34,Male,HighSchool,19.6,JobRole_14,2.8,Tech,Austin,1,Yes,87423.7
41,Male,HighSchool,19.3,JobRole_10,4.2,Finance,Los Angeles,4,Yes,121618.98
27,Male,Bachelors,7.4,JobRole_8,2.6,Tech,Atlanta,1,No,83729.03
40,Female,Bachelors,19.1,JobRole_3,4.0,Tech,New York,0,No,133937.98
39,Female,Bachelors,20.3,JobRole_2,3.4,Finance,Atlanta,0,No,115869.49
39,Male,Bachelors,22.2,JobRole_8,2.4,Healthcare,Chicago,4,No,88873.97
34,Female,Masters,15.8,JobRole_13,4.4,Healthcare,Atlanta,3,No,91927.76
50,Male,Bachelors,23.9,JobRole_13,4.3,Finance,Los Angeles,0,Yes,150152.64
39,Female,Bachelors,20.5,JobRole_6,4.3,Finance,Boston,3,No,102511.59
28,Male,Bachelors,5.0,JobRole_13,4.5,Finance,Boston,1,Yes,126839.95
37,Male,Bachelors,16.1,JobRole_4,4.4,Retail,San Francisco,2,Yes,115994.13
42,Male,Bachelors,24.1,JobRole_5,3.7,Tech,Seattle,2,Yes,143194.29
31,Male,Masters,7.6,JobRole_10,5.0,Tech,Chicago,2,No,107414.16
44,Male,Bachelors,27.5,JobRole_15,4.6,Tech,New York,3,Yes,145833.49
39,Male,HighSchool,17.9,JobRole_7,3.1,Retail,Raleigh,1,No,51029.38
21,Female,Bachelors,7.5,JobRole_12,3.4,Retail,Chicago,5,Yes,55815.51
38,Male,Bachelors,18.2,JobRole_12,3.3,Finance,Boston,1,No,109672.55
32,Male,Bachelors,17.1,JobRole_4,5.0,Tech,San Francisco,4,No,148781.49
40,Female,HighSchool,23.6,JobRole_12,4.8,Healthcare,Seattle,0,Yes,98113.61
43,Female,Bachelors,21.2,JobRole_14,4.1,Healthcare,San Francisco,2,Yes,129700.43
37,Male,Bachelors,13.1,JobRole_11,3.4,Finance,Los Angeles,0,No,113113.29
49,Male,PhD,29.3,JobRole_7,5.0,Tech,Raleigh,1,Yes,128845.52
34,Male,Bachelors,12.3,JobRole_6,4.7,Finance,Los Angeles,1,Yes,102600.66
40,Male,Bachelors,24.7,JobRole_5,3.7,Finance,San Francisco,0,No,166599.45
42,Female,Bachelors,,JobRole_3,4.0,Tech,Denver,0,Yes,109863.32
35,Male,Bachelors,14.1,JobRole_14,4.2,Tech,Miami,0,Yes,93271.79
42,Male,Bachelors,17.8,JobRole_1,3.2,Retail,Los Angeles,1,Yes,88341.03
31,Female,Bachelors,12.3,JobRole_8,3.1,Tech,Seattle,4,Yes,120956.43
32,Male,Bachelors,8.5,JobRole_11,5.0,Tech,New York,0,No,145191.25
25,Female,Masters,6.3,JobRole_14,3.5,Finance,Atlanta,2,No,80677.88
37,Male,Bachelors,18.7,JobRole_7,3.6,Tech,Los Angeles,4,No,124055.87
38,Female,Masters,15.8,JobRole_15,4.5,Tech,Chicago,3,Yes,103384.62
45,Male,Masters,27.9,JobRole_6,,Finance,Boston,3,No,142366.72
42,Female,Bachelors,21.2,JobRole_4,3.9,Finance,Boston,1,Yes,119467.03
33,Female,Bachelors,8.6,JobRole_5,4.7,Healthcare,Seattle,2,Yes,100264.29
26,Male,Bachelors,10.6,JobRole_14,2.4,Finance,Boston,3,No,114130.64
39,Female,Bachelors,16.2,JobRole_5,3.3,Tech,Miami,1,No,88202.52
44,Female,Bachelors,25.5,JobRole_2,3.8,Tech,Denver,1,No,109086.62
42,Female,HighSchool,23.3,JobRole_6,3.4,Tech,New York,3,No,109891.99
44,Female,Masters,25.2,JobRole_11,5.0,Tech,Seattle,0,Yes,151231.32
34,Female,HighSchool,15.1,JobRole_5,,Healthcare,Seattle,2,No,90460.59
32,Male,Bachelors,9.1,JobRole_1,4.0,Retail,Chicago,1,No,70376.62
30,Male,HighSchool,15.1,JobRole_9,3.7,Tech,San Francisco,3,No,120296.49
35,Female,Bachelors,17.9,JobRole_7,5.0,Retail,Boston,4,No,92231.25
35,Male,Masters,16.4,JobRole_14,3.5,Finance,Atlanta,1,Yes,103738.79
37,Female,Bachelors,13.0,JobRole_11,3.8,Tech,San Francisco,4,No,134758.49
34,Female,Bachelors,11.1,JobRole_14,3.9,Finance,Chicago,3,No,105164.7
34,Male,Masters,16.0,JobRole_14,3.4,Healthcare,Los Angeles,0,No,135080.45
29,Male,Masters,3.0,JobRole_2,3.3,Healthcare,San Francisco,0,No,109366.23
43,Female,Masters,24.0,JobRole_6,3.1,Retail,Miami,2,No,91246.12
36,Male,Masters,12.0,JobRole_14,4.6,Healthcare,Chicago,3,No,92685.72
34,Female,Bachelors,11.4,JobRole_15,2.1,Healthcare,Austin,2,Yes,91675.87
30,Male,Bachelors,5.8,JobRole_1,3.6,Tech,Austin,2,Yes,95603.32
25,Female,Bachelors,5.7,JobRole_2,3.0,Tech,Chicago,0,No,83078.06
46,Male,Bachelors,29.3,JobRole_15,4.0,Tech,Dallas,4,No,109030.82
40,Female,Bachelors,21.0,JobRole_15,2.3,Healthcare,Miami,2,No,90265.46
23,Male,Masters,4.4,JobRole_7,4.4,Healthcare,Raleigh,3,No,70278.26
42,Female,Bachelors,22.5,JobRole_3,3.7,Retail,Dallas,3,No,93319.4
43,Male,Masters,25.0,JobRole_7,4.5,Tech,Raleigh,3,Yes,111022.64
36,Female,Bachelors,17.4,JobRole_6,3.9,Finance,Denver,4,Yes,86636.31
48,Female,Bachelors,19.9,JobRole_5,3.7,Healthcare,Miami,2,Yes,87144.85
37,Male,Bachelors,19.7,JobRole_10,4.2,Tech,Seattle,2,Yes,133468.57
24,Male,Bachelors,6.4,JobRole_14,2.6,Finance,Los Angeles,2,Yes,106033.33
38,Male,Bachelors,16.9,JobRole_9,3.8,Finance,Raleigh,0,Yes,97351.06
37,Female,Bachelors,11.1,JobRole_10,2.5,Tech,Dallas,3,No,92133.74
31,Female,HighSchool,11.7,JobRole_5,2.9,Tech,Austin,2,Yes,72876.11
40,Male,PhD,21.0,JobRole_14,3.5,Retail,Seattle,2,No,140961.24
22,Male,HighSchool,0.7,JobRole_5,2.8,Retail,Seattle,3,Yes,81162.46
43,Male,,23.6,JobRole_8,4.1,Healthcare,Raleigh,3,No,99063.59
28,Female,Bachelors,11.2,JobRole_7,2.6,Healthcare,Chicago,2,Yes,70575.98
28,Male,Bachelors,15.2,JobRole_1,4.3,Healthcare,Raleigh,2,Yes,75725.15
35,Other,,15.4,JobRole_10,5.0,Tech,Dallas,2,Yes,114250.13
39,Male,Masters,20.0,JobRole_2,4.7,Finance,Denver,2,No,120494.06
37,Female,Masters,14.5,JobRole_4,4.1,Finance,San Francisco,0,No,141313.1
30,Male,Bachelors,8.5,JobRole_9,3.2,Tech,Austin,3,No,82114.96
31,Male,Bachelors,10.6,JobRole_7,3.8,Tech,San Francisco,2,Yes,125330.28
26,Female,Masters,9.5,JobRole_2,4.1,Tech,Denver,2,No,98473.92
34,Female,PhD,16.5,JobRole_11,4.7,Finance,Boston,3,Yes,143948.74
44,Other,PhD,29.8,JobRole_12,5.0,Tech,Seattle,3,No,159318.99
35,Male,Masters,10.5,JobRole_8,3.2,Tech,Denver,2,Yes,106339.27
42,Male,HighSchool,18.0,JobRole_1,2.6,Finance,Atlanta,3,Yes,77808.58
47,Female,HighSchool,30.3,JobRole_8,4.5,Tech,Boston,1,Yes,131844.81
31,Female,Masters,15.3,JobRole_5,3.7,Finance,San Francisco,5,Yes,150257.87
34,Male,Masters,14.1,JobRole_1,3.0,Tech,Raleigh,3,Yes,88097.26
53,Male,Masters,19.6,JobRole_3,3.4,Healthcare,Raleigh,4,No,92600.49
47,Male,Bachelors,24.8,JobRole_11,3.2,Tech,Chicago,0,No,122793.41
22,Female,Bachelors,3.0,JobRole_13,3.6,Healthcare,Miami,3,No,78024.53
39,Male,Bachelors,16.3,JobRole_13,5.0,Healthcare,Boston,2,No,105760.87
36,Male,Bachelors,16.6,JobRole_13,3.9,Retail,Miami,3,No,96386.33
42,Male,Bachelors,27.7,JobRole_7,3.8,Tech,Raleigh,2,Yes,112433.01
30,Male,Masters,14.3,JobRole_12,,Healthcare,Chicago,2,No,89997.84
29,Male,Bachelors,11.4,JobRole_7,3.9,Finance,Miami,2,Yes,95849.19
30,Male,Bachelors,9.8,JobRole_8,4.1,Tech,Miami,0,Yes,107046.49
31,Male,Bachelors,9.5,JobRole_11,5.0,Healthcare,Austin,0,No,89197.52
42,Female,Bachelors,24.3,JobRole_13,2.6,Tech,Los Angeles,3,No,124196.73
26,Male,Bachelors,6.1,JobRole_11,2.5,Retail,Boston,2,Yes,93373.12
31,Male,Masters,11.2,JobRole_4,3.5,Finance,Los Angeles,0,No,116419.46
